msv,classID,timeStamp,emotion,diemTB_baitap,soAnhChup,soLanHoc,baiHoanThanh,tbThoiGian1LanHoc,tbThoiGianHoanThanhBai,tbPhanTramMoiLanHoc,tgianHocTrongTuan,tgianHocGioHanhChinh,tgianHocNgoaiHanhChinh,trongTuan,cuoiTuan
student_001,GENE1001-2-3-24(N01),11:05.9,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),11:43.8,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),11:43.8,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),11:47.5,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),20:25.0,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),20:26.7,sad,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),21:00.5,sad,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_002,GENE1001-2-3-24(N01),19:41.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),19:41.7,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),19:51.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),20:56.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),21:03.1,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),21:06.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),22:31.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),22:42.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),22:44.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),32:56.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),35:58.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),44:35.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),44:43.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),58:40.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),58:40.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),58:42.4,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),58:46.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),58:46.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),00:09.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),00:26.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),01:31.4,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),17:22.9,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),25:41.1,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),27:50.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),27:54.9,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),29:29.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),29:45.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),29:51.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),35:22.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),35:22.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:13.7,sad,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:14.2,sad,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:14.4,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:14.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:14.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),51:14.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),56:28.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),56:47.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),56:47.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:07.4,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:07.9,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:08.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:08.1,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:08.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:20.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:20.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:20.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:21.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:21.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:27.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:27.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:27.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:28.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:28.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:29.4,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:29.5,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),04:45.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),06:25.8,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),11:34.9,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_003,GENE1001-2-3-24(N01),14:20.5,sad,8.4,395,217,82,8,21.2,43.2,1740.6,702.4,1038.2,1404.2,336.4
student_003,GENE1001-2-3-24(N01),14:39.2,neutral,8.4,395,217,82,8,21.2,43.2,1740.6,702.4,1038.2,1404.2,336.4
student_004,GENE1001-2-3-24(N01),19:24.1,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),19:10.3,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),21:26.9,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),21:27.0,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),22:26.9,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),22:26.9,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),26:47.5,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_005,GENE1001-2-3-24(N01),26:48.6,sad,6,280,136,64,8.1,17.3,51.5,1104.3,275.6,828.7,959.1,145.2
student_004,GENE1001-2-3-24(N01),26:59.1,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),26:59.2,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_005,GENE1001-2-3-24(N01),27:01.9,neutral,6,280,136,64,8.1,17.3,51.5,1104.3,275.6,828.7,959.1,145.2
student_005,GENE1001-2-3-24(N01),27:02.1,neutral,6,280,136,64,8.1,17.3,51.5,1104.3,275.6,828.7,959.1,145.2
student_004,GENE1001-2-3-24(N01),27:14.1,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),36:05.5,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),36:18.6,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),36:18.6,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_001,GENE1001-2-3-24(N01),40:45.9,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),40:55.9,sad,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),40:57.0,sad,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_006,GENE1001-2-3-24(N01),03:36.0,sad,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_006,GENE1001-2-3-24(N01),03:42.3,sad,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_006,GENE1001-2-3-24(N01),08:25.7,sad,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_006,GENE1001-2-3-24(N01),08:33.4,sad,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_006,GENE1001-2-3-24(N01),08:33.4,sad,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_007,GENE1001-2-3-24(N01),22:09.4,neutral,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_007,GENE1001-2-3-24(N01),30:56.0,sad,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_007,GENE1001-2-3-24(N01),30:56.0,sad,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_007,GENE1001-2-3-24(N01),31:12.5,sad,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_006,GENE1001-2-3-24(N01),40:14.9,neutral,7.6,27,167,65,45.2,116.2,42.7,7553.6,911.9,6641.7,7538.2,15.4
student_008,GENE1001-2-3-24(N01),50:52.3,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),52:02.5,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),52:04.8,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),52:05.4,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),52:14.9,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),12:37.6,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),17:29.6,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),41:12.7,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),41:31.1,sad,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),42:36.2,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),42:45.0,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_008,GENE1001-2-3-24(N01),42:45.1,neutral,7.2,440,196,67,3.1,9.2,49.7,614.9,550.6,64.3,204.2,410.7
student_009,GENE1001-2-3-24(N01),14:09.4,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),22:45.7,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),22:45.7,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),22:48.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),22:55.4,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),22:55.4,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),23:33.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),29:18.4,happy,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),45:51.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),46:23.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),46:24.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),46:26.3,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),46:52.9,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),47:56.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_010,GENE1001-2-3-24(N01),50:13.6,neutral,7.6,245,133,68,12.5,24.4,59.9,1658.2,1457.8,200.4,574.6,1083.6
student_009,GENE1001-2-3-24(N01),58:45.7,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:17.3,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:17.5,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:18.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:19.1,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:20.3,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:21.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:24.5,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:27.7,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:29.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),00:57.5,happy,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),01:05.8,happy,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),01:05.8,happy,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),01:55.8,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),08:18.9,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),08:30.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),08:30.1,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),08:37.5,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),09:03.0,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),09:04.8,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),09:59.5,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),10:33.2,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),10:38.8,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),10:38.8,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),10:45.1,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),10:51.4,happy,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_009,GENE1001-2-3-24(N01),20:43.1,neutral,0,405,243,66,3.6,13.1,36.4,865.1,711.9,153.2,345.6,519.5
student_011,GENE1001-2-3-24(N01),57:06.7,sad,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_011,GENE1001-2-3-24(N01),57:07.2,sad,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_011,GENE1001-2-3-24(N01),05:52.5,sad,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_011,GENE1001-2-3-24(N01),06:00.1,neutral,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_011,GENE1001-2-3-24(N01),07:58.9,sad,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_011,GENE1001-2-3-24(N01),08:03.1,sad,7.6,185,94,63,4,6,69.1,376,264.7,111.3,204.4,171.6
student_012,GENE1001-2-3-24(N01),31:00.5,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),39:34.6,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),47:40.9,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),47:45.5,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),47:45.5,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),58:15.2,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),15:03.0,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),21:48.3,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),23:53.0,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),23:53.0,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_012,GENE1001-2-3-24(N01),24:04.0,neutral,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_002,GENE1001-2-3-24(N01),24:47.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),24:55.3,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),24:59.9,sad,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),36:56.6,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),37:54.1,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),05:41.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),05:52.7,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),12:56.2,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),13:17.7,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),23:52.0,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_002,GENE1001-2-3-24(N01),23:52.1,neutral,7.6,259,161,67,9,21.6,49.6,1450.5,1138.8,311.7,1229.4,221.1
student_013,GENE1001-2-3-24(N01),27:38.2,neutral,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_013,GENE1001-2-3-24(N01),35:59.2,happy,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_013,GENE1001-2-3-24(N01),36:00.6,happy,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_013,GENE1001-2-3-24(N01),36:13.6,happy,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_013,GENE1001-2-3-24(N01),36:23.0,happy,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_013,GENE1001-2-3-24(N01),37:17.8,happy,7.2,219,120,71,6.6,11.2,63.4,792.5,283.8,508.7,763,29.5
student_014,GENE1001-2-3-24(N01),44:00.1,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),44:21.4,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),45:41.3,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),53:42.8,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),54:00.8,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),54:02.3,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),54:14.4,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),54:30.0,sad,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),54:36.2,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),03:31.0,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
student_014,GENE1001-2-3-24(N01),03:31.0,neutral,7.2,325,215,70,3.5,10.7,42,745.7,415.1,330.6,525.8,219.9
