msv,classID,timeStamp,emotion,diemTB_baitap,soAnhChup,soLanHoc,baiHoanThanh,tbThoiGian1LanHoc,tbThoiGianHoanThanhBai,tbPhanTramMoiLanHoc,tgianHocTrongTuan,tgianHocGioHanhChinh,tgianHocNgoaiHanhChinh,trongTuan,cuoiTuan
student_027,GENE1001-2-3-24(N01),13:17.7,neutral,9.2,320,194,80,5.4,13,51.1,1040,883,157,616.2,423.8
student_027,GENE1001-2-3-24(N01),13:19.3,neutral,9.2,320,194,80,5.4,13,51.1,1040,883,157,616.2,423.8
student_027,GENE1001-2-3-24(N01),13:22.5,neutral,9.2,320,194,80,5.4,13,51.1,1040,883,157,616.2,423.8
student_027,GENE1001-2-3-24(N01),13:31.6,neutral,9.2,320,194,80,5.4,13,51.1,1040,883,157,616.2,423.8
student_027,GENE1001-2-3-24(N01),14:22.2,sad,9.2,320,194,80,5.4,13,51.1,1040,883,157,616.2,423.8
student_007,GENE1001-2-3-24(N01),34:43.1,sad,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_025,GENE1001-2-3-24(N01),42:35.2,neutral,6.8,266,134,74,21.6,39,61.1,2888,1015.2,1872.8,2804.2,83.8
student_007,GENE1001-2-3-24(N01),50:43.4,sad,9.6,118,97,65,25.5,38,69.2,2471.6,2143.4,328.2,2276.4,195.2
student_019,GENE1001-2-3-24(N01),34:30.0,neutral,8.8,223,160,65,17.8,43.8,47.7,2849.4,1970,879.4,1316,1533.4
student_001,GENE1001-2-3-24(N01),43:42.8,sad,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),49:37.3,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),50:09.1,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),50:55.2,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),51:35.1,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_001,GENE1001-2-3-24(N01),54:14.6,neutral,10,263,214,87,12.7,31.2,49.1,2714.7,2033.4,681.3,2589.2,125.5
student_004,GENE1001-2-3-24(N01),57:10.7,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),57:39.4,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_012,GENE1001-2-3-24(N01),58:04.8,sad,7.6,194,150,74,30.5,61.7,52,4568,4084.5,483.5,3761.1,806.9
student_004,GENE1001-2-3-24(N01),03:30.9,sad,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),03:37.5,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),03:37.6,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),03:38.0,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
student_004,GENE1001-2-3-24(N01),03:38.1,neutral,8,203,131,61,21.4,46,53.1,2804.4,455.2,2349.2,1827.3,977.1
